away_last_yr_pos,away_prev_game_perf,away_team_av_points,away_team_av_points_conceded,away_team_away_form,away_team_form,away_team_rest_time,away_win_percentage,h2h_form,home_current_pos,home_last_yr_pos,home_prev_game_perf,home_team_av_points,home_team_av_points_conceded,home_team_form,home_team_home_form,home_team_rest_time,home_win_percentage,match_importance,result,Date,away_team,home_team,month,year
0,1.0,1.2,0.9,2.0,4.0,7.0,0.5454545454545454,0,0,0,1.0,2.230769230769231,0.46153846153846156,5.0,5.0,7.0,0.9285714285714286,0,1,19,Newcastle,Chelsea,11,2005
0,1.0,0.45454545454545453,1.0,1.0,1.0,7.0,0.3333333333333333,0,0,0,0.0,0.9090909090909091,1.9090909090909092,2.0,1.0,7.0,0.3333333333333333,0,1,19,Everton,West Brom,11,2005
0,0.0,1.5,1.5833333333333333,1.0,3.0,7.0,0.46153846153846156,0,0,0,1.0,1.5,1.0,2.0,5.0,7.0,0.6153846153846154,0,1,26,Blackburn,Arsenal,11,2005
0,1.0,1.2727272727272727,0.8181818181818182,3.0,4.0,7.0,0.6666666666666666,0,0,0,0.0,1.0909090909090908,1.6363636363636365,1.0,3.0,7.0,0.3333333333333333,0,1,27,Bolton,Fulham,11,2005
0,1.0,2.0,1.0,4.0,3.0,7.0,0.8181818181818182,0,0,0,0.0,1.5555555555555556,1.4444444444444444,2.0,4.0,7.0,0.5,0,0,27,Man United,West Ham,11,2005
0,0.0,1.1428571428571428,1.8571428571428572,0.0,1.0,7.0,0.25,0,0,0,0.0,0.7142857142857143,1.7142857142857142,1.0,0.0,3.0,0.25,0,1,12,Fulham,Birmingham,10,2005
0,0.0,0.875,1.875,1.0,1.0,3.0,0.1111111111111111,0,0,0,1.0,1.6666666666666667,1.7777777777777777,4.0,0.0,3.0,0.6,0,1,12,Sunderland,Charlton,10,2005
0,1.0,1.0,0.875,4.0,3.0,3.0,0.5555555555555556,0,0,0,1.0,1.9,0.3,5.0,5.0,3.0,0.9090909090909091,0,1,12,Wigan,Chelsea,10,2005
0,0.0,1.75,1.125,2.0,3.0,7.0,0.5555555555555556,0,0,0,0.0,0.8571428571428571,2.142857142857143,1.0,2.0,3.0,0.25,0,1,12,Man City,West Brom,10,2005
0,0.0,0.7272727272727273,1.8181818181818181,2.0,2.0,7.0,0.16666666666666666,0,0,0,1.0,1.6666666666666667,0.8888888888888888,4.0,4.0,7.0,0.8,0,1,12,Portsmouth,Tottenham,12,2005
0,1.0,1.7272727272727273,1.3636363636363635,2.0,2.0,5.0,0.5833333333333334,0,0,0,1.0,0.46153846153846156,1.1538461538461537,2.0,2.0,7.0,0.35714285714285715,0,0,14,West Ham,Everton,12,2005
0,1.0,2.1666666666666665,0.9166666666666666,4.0,4.0,3.0,0.8461538461538461,0,0,0,0.0,0.9090909090909091,1.6363636363636365,2.0,2.0,7.0,0.3333333333333333,0,0,17,Man United,Aston Villa,12,2005
