Unnamed: 0,away_current_pos,away_last_yr_pos,away_prev_game_perf,away_team_av_points,away_team_av_points_conceded,away_team_away_form,away_team_form,away_team_rest_time,away_win_percentage,h2h_form,home_current_pos,home_last_yr_pos,home_prev_game_perf,home_team_av_points,home_team_av_points_conceded,home_team_form,home_team_home_form,home_team_rest_time,home_win_percentage,match_importance,result,Date,away_team,home_team,month,year,Season,HomeAway_Position_Differntial,HomeAway_Form_Differntial,HomeAway_Average_Points_Differntial,HomeAway_Average_Points_Conceded_Differntial,HomeAway_Win_Precentage_Differntial,k_past_position_home,k_past_rest_time_home,k_past_position_away,k_past_rest_time_away,k_past_positions_differential,k_past_resttimes_differential,Home_St,Away_St,Home_StWeighted,Away_StWeighted,Streak,WeightedStreak
15,8,6,0,21.32,21.0133333333333,-0.28,-0.28,7,50.0,0.0,10,8,0,22.2547851069956,23.1259168074292,-0.533822184062981,0.197592270762905,7,0.0,2,0,30,Canoas,Sao Bernardo,12,2012,2012-2013,2,-0.25382218406298096,0.9347851069956015,2.1125834740958993,-50.0,,,,,,,,,,,,
16,9,10,0,20.1050433374434,23.2452069644709,-0.726986559680352,-1.51157363847162,7,0.0,-0.088,10,8,0,21.2704947522631,23.5007334459433,-1.02705774725039,-0.441926183389676,7,0.0,2,1,7,Volta Redonda,Sao Bernardo,1,2013,2012-2013,1,0.4845158912212302,1.1654514148196995,0.2555264814724012,0.0,,,,,,,,,,,,
17,12,12,0,21.2954666666667,22.2213333333333,-0.92,-1.048,7,0.0,0.0,1,2,1,23.5631992687906,21.7983717322631,1.32451221637469,1.74958126368995,7,100.0,2,1,11,Funvic,Sesi,1,2013,2012-2013,-11,2.37251221637469,2.2677326021238997,-0.42296160107019887,100.0,,,,,,,,,,,,
18,2,7,1,22.5052775666168,22.1081848210685,-0.395093779688753,0.693132984601534,7,100.0,0.664,7,1,0,23.7530204838088,20.9254917542358,1.25520881543723,2.12922386455195,7,50.0,2,0,11,Medley,Sada Cruzeiro,1,2013,2012-2013,5,0.562075830835696,1.2477429171919994,-1.1826930668327016,-50.0,,,,,,,,,,,,
19,5,5,1,23.7599476013182,22.4404293572424,0.523755374177891,1.02652953083787,7,100.0,0.8016,8,4,1,21.7308274420881,22.7028324734357,-0.388617642823961,-0.246640786232583,7,33.3333333333333,2,1,11,Volei Futuro,Minas,1,2013,2012-2013,3,-1.4151471736618308,-2.0291201592301,0.2624031161932976,-66.6666666666667,,,,,,,,,,,,
20,3,6,1,22.8713329271464,22.1479118154516,-0.650031616,0.318686462951507,7,66.6666666666667,0.0,5,6,1,22.056,20.2773333333333,0.376,0.0,7,66.6666666666667,2,1,11,RJX,Canoas,1,2013,2012-2013,2,0.05731353704849301,-0.8153329271464003,-1.870578482118301,0.0,,,,,,,,,,,,
21,11,11,0,20.6810052974912,24.4446200855328,-2.120152576,-2.23233407095197,7,0.0,0.0,7,11,0,21.204,21.2748,-0.112,-0.24,7,66.6666666666667,2,0,11,JF Volei,Super Imperatriz,1,2013,2012-2013,-4,2.12033407095197,0.5229947025088002,-3.169820085532802,66.6666666666667,,,,,,,,,,,,
22,2,7,1,23.0042220532934,22.0865478568548,0.283924976248998,1.15450638768123,1,100.0,0.216,5,4,1,21.7846619536705,22.2422659787486,-0.110894114259169,0.002687371013934,1,50.0,2,1,12,Medley,Minas,1,2013,2012-2013,3,-1.265400501940399,-1.2195600996228997,0.1557181218937984,-50.0,7.0,5.25,3.0,5.25,4.0,0.0,0.5,1.0,0.7,1.0,-0.5,-0.30000000000000004
23,12,12,0,21.1863733333333,22.6770666666667,-1.136,-1.2384,2,0.0,0.0,9,8,1,21.7663958018105,23.1505867567547,-0.421646197800308,0.046459053288259,6,33.3333333333333,2,1,13,Funvic,Sao Bernardo,1,2013,2012-2013,-3,0.816753802199692,0.5800224684771997,0.4735200900879981,33.3333333333333,,,12.0,5.25,,,,0.0,,0.0,,
24,11,10,0,20.4340346699547,23.3461655715767,-0.981589247744282,-1.6092589107773,6,0.0,1.144,1,2,1,23.7505594150325,21.5886973858105,1.45960977309975,1.79966501095196,2,100.0,2,1,13,Volta Redonda,Sesi,1,2013,2012-2013,-10,3.0688686838770503,3.3165247450778033,-1.7574681857662,100.0,2.0,6.5,8.25,5.0,-6.25,1.5,1.0,0.0,1.0,0.0,1.0,1.0
25,10,11,1,21.944804237993,24.0890294017596,-1.0961220608,-1.18586725676158,2,33.3333333333333,0.0,4,6,1,22.6448,20.3552,0.9008,0.6,2,75.0,2,1,13,JF Volei,Canoas,1,2013,2012-2013,-6,2.0866672567615803,0.6999957620069992,-3.7338294017596,41.6666666666667,5.5,6.5,,,,,0.75,,0.8,,,
26,7,5,0,23.0879580810546,22.3523434857939,0.219004299342313,0.621223624670298,2,66.6666666666667,1.37998848,9,1,0,23.402416387047,21.7403934033886,0.404167052349785,1.10337909164156,2,33.3333333333333,2,1,13,Volei Futuro,Sada Cruzeiro,1,2013,2012-2013,2,-0.217056572320513,0.31445830599239954,-0.611950082405297,-33.3333333333334,,,,,,,,,,,,
27,5,6,0,22.4303996750505,22.7183294523613,-1.1200252928,-0.345050829638795,3,50.0,0.0,9,11,0,21.4965333333333,22.41984,-0.6896,-0.792,3,50.0,2,0,14,RJX,Super Imperatriz,1,2013,2012-2013,4,-0.34454917036120497,-0.9338663417171986,-0.29848945236129865,0.0,7.25,6.5,4.5,5.25,2.75,1.25,0.5,0.5,0.3,0.5,0.0,-0.2
28,2,7,0,22.4033776426347,22.6692382854839,-0.372860019000802,0.323605110144982,5,80.0,0.80704,1,2,1,24.100447532026,22.1709579086484,1.5676878184798,1.83973200876157,4,100.0,2,0,17,Medley,Sesi,1,2013,2012-2013,-1,1.244082708334818,1.6970698893912974,-0.4982803768354991,20.0,1.75,5.25,2.25,3.75,-0.5,1.5,1.0,0.75,1.0,0.6,0.25,0.4
29,8,5,0,22.5703664648436,22.4318747886351,-0.22479656052615,0.096978899736239,5,50.0,0.048,7,8,1,22.4131166414484,21.9204694054037,0.262683041759753,0.637167242630607,5,50.0,2,1,18,Volei Futuro,Sao Bernardo,1,2013,2012-2013,-1,0.165704142023514,-0.1572498233952011,-0.5114053832313985,0.0,9.75,6.75,7.25,4.25,2.5,2.5,0.5,0.5,0.7,0.3,0.0,0.39999999999999997
30,10,11,0,21.2891767237277,24.2712235214077,-1.47689764864,-1.54869380540926,5,25.0,0.2,11,10,0,21.2472277359638,23.7769324572613,-1.68740712862184,-1.72014746914062,5,0.0,2,0,18,JF Volei,Volta Redonda,1,2013,2012-2013,1,-0.1387133232125799,-0.04194898776389877,-0.4942910641463989,-25.0,9.25,4.75,10.75,4.5,-1.5,0.25,0.0,0.25,0.0,0.3,-0.25,-0.3
31,4,6,1,22.0243197400404,21.814663561889,-0.69602023424,-0.076040663711036,4,60.0,0.0,12,12,0,20.3490986666667,23.1416533333333,-1.59072,-0.2,5,0.0,2,0,18,RJX,Funvic,1,2013,2012-2013,8,-1.514679336288964,-1.6752210733737023,1.3269897714442997,-60.0,12.0,4.0,5.0,4.25,7.0,-0.25,0.0,0.75,0.0,0.7,-0.75,-0.7
32,5,4,1,22.4277295629364,21.7938127829989,0.087831275468204,0.511284708592665,6,60.0,0.0,10,11,0,20.8372266666667,22.015872,-0.75168,-0.8336,4,40.0,2,0,18,Minas,Super Imperatriz,1,2013,2012-2013,5,-1.262964708592665,-1.5905028962696974,0.2220592170011031,-20.0,6.75,5.5,7.25,3.75,-0.5,1.75,0.25,0.75,0.1,0.9,-0.5,-0.8
33,7,1,1,23.2719331096376,21.4923147227109,0.452811643849321,0.723333641879828,5,50.0,0.0,5,6,1,23.11584,20.0174933333333,1.32064,1.08,5,80.0,2,0,18,Sada Cruzeiro,Canoas,1,2013,2012-2013,-2,0.5973063581201721,-0.15609310963760237,-1.4748213893776025,30.0,5.0,5.25,7.25,4.5,-2.25,0.75,0.75,0.5,0.9,0.5,0.25,0.4
34,4,4,1,22.1421836503491,21.3950502263991,0.270265020374563,0.609027766874132,1,66.6666666666667,0.0,5,6,0,23.492672,21.4139946666667,0.456512,0.264,1,66.6666666666667,2,0,19,Minas,Canoas,1,2013,2012-2013,1,-0.15251576687413199,1.3504883496508988,0.01894444026759956,0.0,5.5,5.25,6.5,4.0,-1.0,1.25,0.75,1.0,0.6,1.0,-0.25,-0.4
35,8,5,0,22.8162931718749,22.8254998309081,-0.37983724842092,-0.122416880211009,1,40.0,0.3664,1,2,0,23.8403580256208,22.3767663269187,1.05415025478384,1.27178560700925,2,83.3333333333333,2,1,19,Volei Futuro,Sesi,1,2013,2012-2013,-7,1.176567134994849,1.0240648537459016,-0.44873350398940204,43.3333333333333,1.5,5.0,6.75,3.75,-5.25,1.25,0.75,0.25,0.6,0.1,0.5,0.5
36,11,10,0,20.877782188771,23.3815459658091,-1.18527139819543,-1.54992570289747,2,0.0,0.6,4,6,1,22.6194557920323,22.1517308495112,0.339167469031171,0.98382843428864,2,66.6666666666667,2,1,20,Volta Redonda,RJX,1,2013,2012-2013,-7,1.889093171928641,1.741673603261301,-1.2298151162978996,66.6666666666667,4.25,4.0,10.0,5.25,-5.75,-1.25,0.75,0.0,0.8,0.0,0.75,0.8
37,9,11,1,21.3913413789822,23.2969788171261,-0.981518118912001,-1.03895504432741,2,40.0,0.0,12,12,0,20.9792789333333,23.5133226666667,-1.672576,-0.56,2,0.0,2,1,20,JF Volei,Funvic,1,2013,2012-2013,3,-0.63362095567259,-0.4120624456488997,0.21634384954059982,-40.0,12.0,4.0,10.5,4.0,1.5,0.0,0.0,0.5,0.0,0.6,-0.5,-0.6
38,6,1,1,24.0175464877101,22.1938517781687,0.962249315079457,1.17866691350386,2,60.0,0.0,10,11,0,20.6297813333333,21.8126976,-0.801344,-0.86688,2,33.3333333333333,2,0,20,Sada Cruzeiro,Super Imperatriz,1,2013,2012-2013,4,-1.9800109135038602,-3.3877651543767975,-0.3811541781686998,-26.6666666666667,7.75,5.25,7.25,4.0,0.5,1.25,0.0,0.5,0.0,0.7,-0.5,-0.7
39,3,7,1,22.5627021141078,22.6953906283871,-0.098288015200642,0.458884088115985,3,83.3333333333333,-0.1888,7,8,1,22.8104933131587,22.296375524323,0.410146433407803,0.709733794104486,2,60.0,2,0,20,Medley,Sao Bernardo,1,2013,2012-2013,4,-0.04873765470818203,0.2477911990509014,-0.3990151040640981,-23.3333333333333,9.0,6.25,2.25,4.25,6.75,2.0,0.75,0.75,0.9,0.7,0.0,0.20000000000000007
40,7,8,0,23.248394650527,23.3704337527917,-1.01958044135634,-0.271882853273758,5,50.0,0.2,3,6,1,23.1455646336259,22.221384679609,0.671333975224937,1.18706274743091,5,71.4285714285714,2,1,25,Sao Bernardo,RJX,1,2013,2012-2013,-4,0.943216828498695,-0.10283001690110183,-1.1490490731827023,21.428571428571402,4.0,4.0,8.25,5.0,-4.25,-1.0,0.75,0.75,0.9,0.6,0.0,0.30000000000000004
41,11,12,1,21.2634231466667,23.2906581333333,-1.5088,-1.1380608,5,14.2857142857143,0.0,4,4,1,21.9137469202793,21.4360401811193,0.687222213499305,0.602149896811147,6,71.4285714285714,2,1,25,Funvic,Minas,1,2013,2012-2013,-7,1.825283013499305,0.6503237736126017,-1.8546179522139994,57.1428571428571,5.5,3.75,12.0,4.0,-6.5,-0.25,1.0,0.25,1.0,0.4,0.75,0.6
42,6,6,0,23.1141376,21.3311957333333,0.376,0.1652096,6,57.1428571428571,0.0,3,7,1,23.5834950246196,23.1563125027097,0.967107270492788,1.10425848314136,5,85.7142857142857,2,0,25,Canoas,Medley,1,2013,2012-2013,-3,0.801897670492788,0.46935742461960217,1.8251167693764003,28.57142857142859,2.25,4.0,4.75,3.75,-2.5,0.25,0.75,0.5,0.8,0.3,0.25,0.5
43,10,11,0,19.8371584,22.45015808,0.2,-1.2410752,5,28.5714285714286,0.0,8,5,0,21.9863678708333,23.2603998647265,-0.697933504168807,1.29197437713154,6,33.3333333333333,2,1,25,Super Imperatriz,Volei Futuro,1,2013,2012-2013,-2,0.5431416958311931,2.1492094708332985,0.8102417847265002,4.761904761904699,7.0,3.75,9.0,4.0,-2.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
44,12,10,0,21.2022257510168,23.7552367726473,-1.34821711855634,-1.63994056231798,5,0.0,1.304,6,1,1,24.2140371901681,21.0884147558683,1.54293353080309,1.28270327331325,5,66.6666666666667,2,1,25,Volta Redonda,Sada Cruzeiro,1,2013,2012-2013,-6,3.18287409312107,3.0118114391512982,-2.666822016779001,66.6666666666667,7.25,4.0,10.5,5.0,-3.25,-1.0,0.75,0.0,0.9,0.0,0.75,0.9
45,2,2,1,24.0722864204966,21.6347463948683,0.662519911026646,1.44332020382707,6,85.7142857142857,-0.6,9,11,0,21.5930731031857,23.1175830537009,-1.03116403546193,-1.754274816,5,33.3333333333333,2,0,25,Sesi,JF Volei,1,2013,2012-2013,7,-2.474484239289,-2.4792133173109008,1.4828366588325999,-52.380952380952394,10.0,4.0,1.0,3.75,9.0,0.25,0.5,0.75,0.4,0.7,-0.25,-0.29999999999999993
46,1,2,1,23.6978291363973,21.6277971158946,0.730015928821317,1.35465616306166,1,87.5,0.104,2,6,1,23.649785040234,22.0437744103539,1.13706718017995,1.54965019794473,1,75.0,2,0,26,Sesi,RJX,1,2013,2012-2013,1,-0.21758898288171014,-0.04804409616329863,0.41597729445929943,-12.5,4.0,3.5,1.25,3.5,2.75,0.0,1.0,0.75,1.0,0.8,0.25,0.19999999999999996
47,11,12,0,21.1107385173333,23.5825265066667,-1.60704,-1.31044864,2,12.5,0.0,5,1,1,24.5212297521345,21.3207318046947,1.63434682464247,1.4261626186506,2,71.4285714285714,2,1,27,Funvic,Sada Cruzeiro,1,2013,2012-2013,-6,2.94479546464247,3.4104912348011993,-2.2617947019720006,58.9285714285714,7.0,3.5,11.75,3.5,-4.75,0.0,1.0,0.25,1.0,0.3,0.75,0.7
48,6,6,1,23.44131008,21.2649565866667,0.7008,0.53216768,2,62.5,0.0,8,5,1,22.5390942966666,23.2083198917812,-0.158346803335046,1.43357950170523,2,42.8571428571429,2,1,27,Canoas,Volei Futuro,1,2013,2012-2013,2,-0.6905144833350461,-0.9022157833333999,1.9433633051145023,-19.642857142857103,7.75,3.5,5.0,3.5,2.75,0.0,0.25,0.5,0.4,0.5,-0.25,-0.09999999999999998
49,8,8,0,22.8653823870882,23.8296803355667,-1.41566435308508,-0.817506282619006,2,42.8571428571429,-0.6,9,11,0,21.5944584825486,22.9340664429607,-1.02493122836954,-1.6034198528,2,28.5714285714286,2,0,27,Sao Bernardo,JF Volei,1,2013,2012-2013,1,-0.20742494575053394,-1.2709239045396004,-0.8956138926060007,-14.285714285714295,9.5,3.5,7.5,4.5,2.0,-1.0,0.25,0.5,0.2,0.3,-0.25,-0.09999999999999998
50,10,11,0,20.46972672,22.910126464,-0.24,-1.39286016,2,25.0,0.0,4,7,0,23.0667960196957,23.4750500021677,0.373685816394231,0.483406786513092,2,75.0,2,1,27,Super Imperatriz,Medley,1,2013,2012-2013,-6,1.7665459763942308,2.5970692996957006,0.5649235381676974,50.0,2.5,3.5,9.75,3.5,-7.25,0.0,0.5,0.0,0.5,0.0,0.5,0.5
51,12,10,0,21.4117806008135,24.1541894181178,-1.47857369484507,-1.71195244985438,2,0.0,-0.3312,5,4,1,22.4809975362234,21.2488321448954,0.949777770799444,0.881719917448918,2,75.0,2,1,27,Volta Redonda,Minas,1,2013,2012-2013,-7,2.661730220653824,1.069216935409898,-2.9053572732224,75.0,4.5,3.5,11.25,4.5,-6.75,-1.0,1.0,0.0,1.0,0.0,1.0,1.0
52,5,1,1,24.6169838017076,20.7899187770891,1.36979945206357,1.90747745971398,5,75.0,0.98272,1,2,1,23.3182633091178,21.5422376927157,1.28372493044933,1.6174284856074,6,88.8888888888889,2,1,1,Sada Cruzeiro,Sesi,2,2013,2012-2013,-4,-0.6237525292646502,-1.2987204925898013,0.7523189156266028,13.8888888888889,1.25,3.25,6.0,3.5,-4.75,-0.25,0.75,1.0,0.9,1.0,-0.25,-0.09999999999999998
53,3,4,1,22.3447980289787,20.9990657159163,0.416212016299651,0.959822216639556,5,77.7777777777778,-1.144,7,8,1,22.7723059096706,23.5037442684534,-0.454005026095205,-0.032212964716411,5,50.0,2,0,1,Minas,Sao Bernardo,2,2013,2012-2013,4,-1.4138272427347611,0.4275078806918984,2.5046785525371007,-27.7777777777778,7.25,3.5,4.5,3.75,2.75,-0.25,0.5,1.0,0.5,1.0,-0.5,-0.5
54,9,11,0,21.7155667860389,22.8272531543686,-0.9852144951296,-1.01994498269563,5,25.0,0.88,3,7,1,23.1334368157565,22.7800400017342,0.498948653115385,0.586725429210473,5,77.7777777777778,2,1,1,JF Volei,Medley,2,2013,2012-2013,-6,1.518893635811015,1.4178700297176015,-0.047213152634398625,52.7777777777778,3.0,3.75,9.25,3.5,-6.25,0.25,0.75,0.25,0.7,0.1,0.5,0.6
55,11,12,0,20.6219241472,23.8660212053333,-1.885632,-1.648358912,5,11.1111111111111,0.0,6,6,0,23.003048064,21.7119652693333,0.025734144,0.0112,5,55.5555555555556,2,1,1,Funvic,Canoas,2,2013,2012-2013,-5,1.674093056,2.3811239168,-2.154055935999999,44.4444444444445,5.5,3.5,11.5,3.5,-6.0,0.0,0.25,0.25,0.3,0.2,0.0,0.09999999999999998
56,12,10,0,21.1294244806508,23.6833515344943,-1.38285895587606,-1.56956195988351,5,0.0,0.0,10,11,0,20.375781376,23.0081011712,-1.314288128,-1.293504,5,22.2222222222222,2,0,1,Volta Redonda,Super Imperatriz,2,2013,2012-2013,-2,0.25527383188350994,-0.7536431046508021,-0.6752503632942997,22.2222222222222,10.0,3.25,11.5,3.5,-1.5,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
57,4,6,0,23.1598280321872,21.9950195282831,-0.156816187392,0.70965374414396,6,66.6666666666667,0.72512,8,5,1,22.7312754373333,22.816655913425,0.273322557331963,1.54686360136419,5,50.0,2,0,1,RJX,Volei Futuro,2,2013,2012-2013,4,-0.436331186811997,-0.42855259485390107,0.8216363851419004,-16.6666666666667,8.0,3.5,3.25,3.0,4.75,0.5,0.5,0.75,0.7,0.6,-0.25,0.09999999999999998
58,5,1,0,24.4935870413661,21.4819350216712,0.695839561650852,1.12598196777118,1,66.6666666666667,-0.620352,7,8,0,22.0845113944031,23.8029954147627,-0.963204020876164,-0.625770371773129,1,44.4444444444444,2,0,2,Sada Cruzeiro,Sao Bernardo,2,2013,2012-2013,2,-2.089185988647344,-2.409075646963,2.3210603930915,-22.2222222222223,7.25,3.5,5.5,3.5,1.75,0.0,0.25,0.75,0.3,0.6,-0.5,-0.3
59,9,11,0,21.5324534288311,22.7418025234949,-0.98817159610368,-1.01595598615651,2,22.2222222222222,0.4,8,5,0,22.3183536832,23.25332473074,-0.381341954134429,0.637490881091349,2,44.4444444444444,2,1,3,JF Volei,Volei Futuro,2,2013,2012-2013,-1,0.634614032022081,0.7859002543689009,0.5115222072451004,22.2222222222222,8.0,3.5,9.0,3.5,-1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5
60,11,10,1,21.9035395845206,23.2133478942621,-0.506287164700846,-0.655649567906804,2,10.0,0.4,6,6,1,23.4024384512,21.5029055488,0.6205873152,0.60896,2,60.0,2,1,3,Volta Redonda,Canoas,2,2013,2012-2013,-5,1.276236883106804,1.4988988666793972,-1.7104423454620985,50.0,5.75,3.5,11.75,3.5,-6.0,0.0,0.5,0.25,0.6,0.4,0.25,0.19999999999999996
61,12,12,0,20.6308726510933,24.0928169642667,-2.1085056,-1.9186871296,2,10.0,0.2,10,11,0,20.5672917674667,23.40648093696,-1.6514305024,-1.6348032,2,20.0,2,0,3,Funvic,Super Imperatriz,2,2013,2012-2013,-2,0.2672566272000001,-0.06358088362659942,-0.6863360273066981,10.0,10.0,3.5,11.25,3.5,-1.25,0.0,0.0,0.25,0.0,0.1,-0.25,-0.1
62,2,7,1,22.9867494526052,22.3840320013874,0.521369587839487,0.599158922492308,2,80.0,-0.296,4,6,1,23.5278624257498,21.7293489559598,1.16772299531517,1.03972015835578,2,70.0,2,1,3,Medley,RJX,2,2013,2012-2013,2,0.568564072822862,0.5411129731445996,-0.6546830454275998,-10.0,3.25,3.5,3.25,3.75,0.0,-0.25,0.75,0.75,0.7,0.8,0.0,-0.10000000000000009
63,4,4,1,22.875838423183,20.6659192393997,0.932969613039721,1.36785777331164,2,80.0,1.02624768,1,2,1,23.5046106472943,22.0337901541726,1.42697994435946,1.69394278848592,2,90.0,2,0,3,Minas,Sesi,2,2013,2012-2013,-3,0.05912217104782003,0.6287722241112981,1.367870914772901,10.0,1.25,3.75,4.0,3.5,-2.75,0.25,1.0,1.0,1.0,1.0,0.0,0.0
64,8,8,0,21.8676091155225,24.0423963318102,-0.93253148246806,-1.37056321670093,5,40.0,1.104,1,2,0,23.1370218511688,22.6270321233381,0.541583955487568,0.755154230788738,4,81.8181818181818,2,1,7,Sao Bernardo,Sesi,2,2013,2012-2013,-7,1.9121471721884982,1.2694127356462985,-1.4153642084720985,41.8181818181818,1.25,3.75,7.25,3.25,-6.0,0.5,0.75,0.25,0.6,0.2,0.5,0.39999999999999997
65,11,12,1,20.9446981208747,23.9142535714133,-1.48680448,-1.33494970368,4,18.1818181818182,0.0,12,10,0,21.4728316676165,23.3706783154097,-0.924519654325444,-1.5761179753125,4,9.09090909090909,2,1,7,Funvic,Volta Redonda,2,2013,2012-2013,1,0.41043004935455596,0.5281335467417989,-0.5435752560035993,-9.090909090909111,11.75,3.5,11.25,3.5,0.5,0.0,0.25,0.25,0.3,0.4,0.0,-0.10000000000000003
66,4,7,0,22.3893995620842,22.1472256011099,0.217095670271589,0.279327137993846,4,72.7272727272727,1.23328,7,5,1,22.80468294656,22.902659784592,0.094926436692457,0.909992704873079,4,50.0,2,0,7,Medley,Volei Futuro,2,2013,2012-2013,3,-0.18440070130138903,0.41528338447579927,0.7554341834821017,-22.727272727272705,8.0,3.75,3.0,3.5,5.0,0.25,0.75,0.5,0.7,0.5,0.25,0.19999999999999996
67,10,11,0,21.5259627430649,23.1434420187959,-1.19053727688294,-1.21276478892521,5,20.0,0.6,4,6,1,23.0622899405998,21.3834791647678,1.13417839625213,1.03177612668463,5,72.7272727272727,2,1,8,JF Volei,RJX,2,2013,2012-2013,-6,2.3469431851773397,1.5363271975349022,-1.7599628540280996,52.727272727272705,3.25,3.5,9.0,3.5,-5.75,0.0,0.75,0.0,0.8,0.0,0.75,0.8
68,4,4,1,23.3006707385464,20.8660687248531,1.34637569043178,1.69428621864932,5,81.8181818181818,0.984512,5,1,1,24.5948696330929,21.385548017337,1.50078557421695,1.74093009492048,6,70.0,2,1,8,Minas,Sada Cruzeiro,2,2013,2012-2013,1,-0.19350064443236992,1.2941988945465006,0.5194792924839007,-11.818181818181799,5.25,3.25,4.0,3.75,1.25,-0.5,0.75,1.0,0.7,1.0,-0.25,-0.30000000000000004
69,6,6,1,23.52195076096,21.15232443904,0.16064,0.89646985216,7,63.6363636363636,0.0,11,11,0,21.0938334139733,23.165184749568,-1.52114440192,-1.50784256,7,18.1818181818182,2,0,17,Canoas,Super Imperatriz,2,2013,2012-2013,5,-2.41761425408,-2.4281173469866992,2.012860310527998,-45.454545454545396,10.0,3.5,6.0,3.75,4.0,-0.25,0.0,0.75,0.0,0.8,-0.75,-0.8
70,1,2,1,23.509617480935,21.7016256986704,0.784012743057054,1.03326716439005,7,83.3333333333333,-0.6,6,6,1,23.817560608768,20.8551928845653,1.317175881728,0.887168,5,66.6666666666667,2,0,22,Sesi,Canoas,2,2013,2012-2013,5,0.28390871733795,0.3079431278330027,-0.8464328141050999,-16.6666666666666,6.0,4.0,1.0,3.25,5.0,0.75,0.75,0.75,0.9,0.7,0.0,0.20000000000000007
71,11,11,0,20.808400064512,23.5321477996544,-0.392,-1.816915521536,5,16.6666666666667,-0.2,8,8,0,21.094087292418,24.2339170654481,-1.69645057336075,-1.1006162974185,7,36.3636363636364,2,1,22,Super Imperatriz,Sao Bernardo,2,2013,2012-2013,-3,0.12046494817525,0.2856872279059992,0.7017692657937005,19.696969696969703,7.5,3.25,10.25,4.0,-2.75,-0.75,0.25,0.0,0.1,0.0,0.25,0.1
72,3,7,1,22.8115196496673,21.7177804808879,0.573676536217272,0.623461710395077,7,75.0,-1.00256,9,10,1,22.1282653340932,23.2465426523277,-0.339615723460355,-0.860894380249996,7,16.6666666666667,2,1,22,Medley,Volta Redonda,2,2013,2012-2013,6,-0.963077433855432,-0.6832543155741,1.5287621714398014,-58.3333333333333,11.75,3.25,3.25,3.25,8.5,0.0,0.5,0.75,0.6,0.7,-0.25,-0.09999999999999998
73,10,11,0,20.8874368611186,23.5147536150367,-1.55242982150636,-1.57021183114016,7,18.1818181818182,1.08,5,1,1,23.9558957064743,21.1884384138696,1.40062845937356,1.59274407593638,7,72.7272727272727,2,1,22,JF Volei,Sada Cruzeiro,2,2013,2012-2013,-5,2.97084029051372,3.0684588453557,-2.3263152011670982,54.545454545454504,5.0,3.5,9.25,3.5,-4.25,0.0,0.75,0.0,0.8,0.0,0.75,0.8
74,8,5,0,22.243746357248,23.2221278276736,-0.903869798736736,-0.324058850646035,7,45.4545454545455,-0.4,12,12,0,21.3057584966997,24.0814028571307,-1.467959762944,-0.248,7,16.6666666666667,2,0,22,Volei Futuro,Funvic,2,2013,2012-2013,4,-1.143900912297965,-0.9379878605483007,0.8592750294571019,-28.787878787878803,11.25,3.25,7.75,3.25,3.5,0.0,0.25,0.5,0.3,0.4,-0.25,-0.10000000000000003
75,2,6,1,23.4498319524799,20.7734499984809,0.4745470500864,1.50734271700171,7,75.0,0.08,5,4,0,22.7205365908371,20.9728549798825,1.15542897491945,0.905375933959134,7,75.0,2,0,22,RJX,Minas,2,2013,2012-2013,3,-0.35191374208226,-0.7292953616428015,0.19940498140159946,0.0,4.0,3.5,3.5,3.5,0.5,0.0,0.75,0.75,0.6,0.9,0.0,-0.30000000000000004
76,10,11,0,21.0099494888949,23.4618028920294,-1.64194385720508,-1.65616946491213,1,16.6666666666667,1.264,5,4,0,22.3764292726697,21.778283983906,0.324343179935562,0.124300747167307,1,69.2307692307692,2,1,23,JF Volei,Minas,2,2013,2012-2013,-5,1.980512644847692,1.3664797837747997,-1.6835189081233999,52.5641025641025,4.0,4.75,9.5,4.75,-5.5,0.0,0.5,0.0,0.3,0.0,0.5,0.3
77,11,11,0,20.8467200516096,23.9590515730569,-0.9136,-2.0535324172288,1,15.3846153846154,0.4,1,2,1,23.657693984748,21.4113005589364,1.22661373151204,1.20412338463099,1,84.6153846153846,2,1,23,Super Imperatriz,Sesi,2,2013,2012-2013,-10,3.2801461487408403,2.810973933138399,-2.5477510141205,69.2307692307692,1.0,4.75,10.5,4.75,-9.5,0.0,0.75,0.0,0.8,0.0,0.75,0.8
78,5,7,0,22.2492157197339,21.5342243847103,0.258941228973817,0.298769368316062,2,69.2307692307692,-0.6,12,12,0,21.6046067973598,24.0251222857045,-1.3743678103552,-0.3984,2,15.3846153846154,2,0,24,Medley,Funvic,2,2013,2012-2013,7,-1.6731371786712619,-0.6446089223741005,2.4908979009942023,-53.8461538461538,11.5,4.5,3.0,4.5,8.5,0.0,0.25,0.5,0.2,0.4,-0.25,-0.2
79,7,5,1,22.5549970857984,23.1377022621389,-0.523095838989389,-0.059247080516828,2,50.0,-1.32032,9,10,1,21.8626122672746,22.5972341218622,-0.071692578768284,-0.488715504199997,2,23.0769230769231,2,1,24,Volei Futuro,Volta Redonda,2,2013,2012-2013,2,-0.012445498251456001,-0.6923848185238022,-0.5404681402767011,-26.9230769230769,11.0,4.5,7.75,4.5,3.25,0.0,0.75,0.5,0.8,0.6,0.25,0.20000000000000007
